gameplay,score,session,gameplay_withinsession,timestamp,dayselapsed
1,53,1,1,18-Oct-2017 00:06:53,0
2,54,2,1,19-Oct-2017 01:26:55,1.0555787037037
3,61,2,2,19-Oct-2017 01:28:05,1.05638888888889
4,55,3,1,24-Oct-2017 01:44:30,6.06778935185185
5,59,3,2,24-Oct-2017 01:45:34,6.06853009259259
6,61,3,3,24-Oct-2017 01:46:38,6.06927083333333
7,63,3,4,24-Oct-2017 01:47:41,6.07
8,63,3,5,24-Oct-2017 01:48:47,6.07076388888889
9,65,3,6,24-Oct-2017 01:49:51,6.07150462962963
10,58,3,7,24-Oct-2017 01:50:55,6.07224537037037
11,67,3,8,24-Oct-2017 01:52:00,6.07299768518519
12,69,3,9,24-Oct-2017 01:53:07,6.07377314814815
13,65,3,10,24-Oct-2017 01:54:10,6.07450231481482
14,66,3,11,24-Oct-2017 01:55:17,6.07527777777778
15,62,3,12,24-Oct-2017 01:56:21,6.07601851851852
16,65,3,13,24-Oct-2017 01:57:23,6.07673611111111
17,66,4,1,26-Oct-2017 22:00:24,8.91216435185185
18,67,4,2,26-Oct-2017 22:02:27,8.91358796296297
19,70,4,3,26-Oct-2017 22:03:32,8.91434027777778
20,68,4,4,26-Oct-2017 22:04:40,8.91512731481482
21,69,4,5,26-Oct-2017 22:05:43,8.91585648148148
22,66,5,1,29-Oct-2017 00:39:43,11.0228009259259
23,65,5,2,29-Oct-2017 00:40:51,11.023587962963
24,68,5,3,29-Oct-2017 00:42:03,11.0244212962963
25,69,5,4,29-Oct-2017 00:43:08,11.0251736111111
26,NaN,6,1,29-Oct-2017 03:08:42,11.1262615740741
27,71,6,2,29-Oct-2017 03:09:51,11.1270601851852
28,70,6,3,29-Oct-2017 03:10:53,11.1277777777778
29,69,6,4,29-Oct-2017 03:11:57,11.1285185185185
30,70,6,5,29-Oct-2017 03:13:01,11.1292592592593
31,70,6,6,29-Oct-2017 03:14:03,11.1299768518519
32,69,6,7,29-Oct-2017 03:15:17,11.1308333333333
33,73,6,8,29-Oct-2017 03:16:20,11.1315625
34,71,6,9,29-Oct-2017 03:17:25,11.1323148148148
35,73,6,10,29-Oct-2017 03:18:27,11.1330324074074
36,71,6,11,29-Oct-2017 03:19:30,11.1337615740741
37,69,6,12,29-Oct-2017 03:20:33,11.1344907407407
38,74,6,13,29-Oct-2017 03:21:53,11.1354166666667
39,69,6,14,29-Oct-2017 03:24:15,11.1370601851852
40,72,6,15,29-Oct-2017 03:25:25,11.1378703703704
41,72,6,16,29-Oct-2017 03:26:32,11.1386458333333
42,69,6,17,29-Oct-2017 03:28:15,11.139837962963
43,72,6,18,29-Oct-2017 03:29:54,11.1409837962963
44,72,6,19,29-Oct-2017 03:31:24,11.142025462963
45,72,6,20,29-Oct-2017 03:32:25,11.1427314814815
46,73,6,21,29-Oct-2017 03:33:59,11.1438194444444
47,71,6,22,29-Oct-2017 03:35:01,11.144537037037
48,74,6,23,29-Oct-2017 03:36:03,11.1452546296296
49,74,6,24,29-Oct-2017 03:37:05,11.1459722222222
50,71,6,25,29-Oct-2017 03:38:31,11.1469675925926
51,72,6,26,29-Oct-2017 03:39:33,11.1476851851852
52,71,6,27,29-Oct-2017 03:40:35,11.1484027777778
53,74,6,28,29-Oct-2017 03:42:36,11.1498032407407
54,74,6,29,29-Oct-2017 03:44:03,11.1508101851852
55,74,6,30,29-Oct-2017 03:45:06,11.1515393518518
56,72,6,31,29-Oct-2017 03:46:08,11.1522569444444
57,69,6,32,29-Oct-2017 03:47:42,11.1533449074074
58,74,6,33,29-Oct-2017 03:49:31,11.1546064814815
59,74,6,34,29-Oct-2017 03:50:36,11.1553587962963
60,71,6,35,29-Oct-2017 03:51:49,11.1562037037037
61,72,6,36,29-Oct-2017 03:53:01,11.157037037037
62,73,6,37,29-Oct-2017 03:54:06,11.1577893518518
63,71,6,38,29-Oct-2017 03:56:17,11.1593055555555
64,72,6,39,29-Oct-2017 03:57:31,11.160162037037
65,74,6,40,29-Oct-2017 03:58:33,11.1608796296296
66,71,6,41,29-Oct-2017 03:59:35,11.1615972222222
67,75,6,42,29-Oct-2017 04:00:38,11.1623263888889
68,68,6,43,29-Oct-2017 04:01:40,11.1630439814815
69,71,6,44,29-Oct-2017 04:02:50,11.1638541666667
70,70,6,45,29-Oct-2017 04:03:55,11.1646064814815
71,70,6,46,29-Oct-2017 04:05:01,11.1653703703704
72,71,6,47,29-Oct-2017 04:06:31,11.166412037037
73,72,6,48,29-Oct-2017 04:07:34,11.1671412037037
74,70,6,49,29-Oct-2017 04:08:37,11.1678703703704
75,72,7,1,30-Oct-2017 22:48:39,12.9456712962963
