gameplay,score,session,gameplay_withinsession,timestamp,dayselapsed
1,68,1,1,28-Nov-2014 15:25:10,0
2,69,1,2,28-Nov-2014 15:26:14,0.000740740740740741
3,68,1,3,28-Nov-2014 15:27:18,0.00148148148148148
4,70,1,4,28-Nov-2014 15:28:42,0.0024537037037037
5,71,1,5,28-Nov-2014 15:29:46,0.00319444444444444
6,64,2,1,09-Jan-2015 19:28:35,42.1690393518519
7,67,2,2,09-Jan-2015 19:29:41,42.1698032407407
8,70,2,3,09-Jan-2015 19:30:44,42.1705324074074
9,71,2,4,09-Jan-2015 19:31:51,42.1713078703704
10,70,2,5,09-Jan-2015 19:32:54,42.172037037037
11,72,2,6,09-Jan-2015 19:34:01,42.1728125
12,74,2,7,09-Jan-2015 19:35:05,42.1735532407407
13,72,2,8,09-Jan-2015 19:36:30,42.174537037037
14,75,2,9,09-Jan-2015 19:37:47,42.1754282407407
15,74,2,10,09-Jan-2015 19:38:51,42.1761689814815
16,72,2,11,09-Jan-2015 19:40:04,42.1770138888889
17,72,2,12,09-Jan-2015 19:41:13,42.1778125
18,70,3,1,11-Jan-2015 10:43:13,43.8042013888889
19,71,3,2,11-Jan-2015 10:44:22,43.805
20,70,3,3,11-Jan-2015 10:45:42,43.8059259259259
21,69,3,4,11-Jan-2015 10:46:44,43.8066435185185
22,69,3,5,11-Jan-2015 10:47:45,43.807349537037
23,65,3,6,11-Jan-2015 10:48:47,43.8080671296296
24,73,3,7,11-Jan-2015 10:49:49,43.8087847222222
25,73,3,8,11-Jan-2015 10:50:52,43.8095138888889
26,72,3,9,11-Jan-2015 10:51:58,43.8102777777778
27,72,3,10,11-Jan-2015 10:53:02,43.8110185185185
28,71,3,11,11-Jan-2015 10:54:05,43.8117476851852
29,75,3,12,11-Jan-2015 10:55:07,43.8124652777778
30,76,3,13,11-Jan-2015 10:56:13,43.8132291666667
31,69,4,1,19-Feb-2015 11:28:40,82.8357638888889
32,71,5,1,20-Mar-2015 09:15:22,111.743194444444
33,75,5,2,20-Mar-2015 09:48:45,111.766377314815
34,74,6,1,26-Apr-2016 16:30:13,515.045173611111
35,71,7,1,01-May-2016 16:16:25,520.035590277778
