gameplay,score,session,gameplay_withinsession,timestamp,dayselapsed
1,57,1,1,22-Jun-2017 19:58:29,0
2,67,1,2,22-Jun-2017 20:40:53,0.0294444444444444
3,65,2,1,24-Jun-2017 14:40:21,1.77907407407407
4,64,2,2,24-Jun-2017 14:41:24,1.77980324074074
5,66,2,3,24-Jun-2017 14:42:34,1.78061342592593
6,67,2,4,24-Jun-2017 14:43:37,1.78134259259259
7,68,2,5,24-Jun-2017 14:44:39,1.78206018518519
8,72,2,6,24-Jun-2017 14:45:41,1.78277777777778
9,74,2,7,24-Jun-2017 14:46:42,1.7834837962963
10,71,2,8,24-Jun-2017 14:47:47,1.78423611111111
11,64,2,9,24-Jun-2017 14:50:46,1.78630787037037
12,69,2,10,24-Jun-2017 14:51:53,1.78708333333333
13,69,3,1,24-Jun-2017 19:27:03,1.9781712962963
14,73,4,1,26-Jun-2017 17:14:13,3.88592592592593
15,71,5,1,26-Jun-2017 20:49:32,4.03545138888889
16,73,5,2,26-Jun-2017 21:02:08,4.04420138888889
17,73,5,3,26-Jun-2017 21:03:24,4.04508101851852
18,73,5,4,26-Jun-2017 21:04:25,4.04578703703704
19,72,5,5,26-Jun-2017 21:05:40,4.04665509259259
20,71,5,6,26-Jun-2017 21:38:12,4.06924768518518
