gameplay,score,session,gameplay_withinsession,timestamp,dayselapsed
1,80,1,1,07-Jul-2015 20:19:30,0
2,NaN,1,2,07-Jul-2015 20:20:32,0.000717592592592593
3,77,1,3,07-Jul-2015 20:23:02,0.0024537037037037
4,81,1,4,07-Jul-2015 20:24:11,0.00325231481481481
5,79,1,5,07-Jul-2015 20:25:57,0.00447916666666667
6,80,1,6,07-Jul-2015 20:29:26,0.00689814814814815
7,77,1,7,07-Jul-2015 20:36:03,0.0114930555555556
8,79,1,8,07-Jul-2015 20:37:29,0.0124884259259259
9,81,1,9,07-Jul-2015 20:39:47,0.0140856481481481
10,80,2,1,07-Jul-2015 22:27:16,0.0887268518518519
11,78,2,2,07-Jul-2015 22:30:38,0.0910648148148148
12,82,2,3,07-Jul-2015 22:36:36,0.0952083333333333
13,83,2,4,07-Jul-2015 22:38:17,0.0963773148148148
14,81,2,5,07-Jul-2015 22:39:48,0.0974305555555556
15,81,2,6,07-Jul-2015 22:41:34,0.0986574074074074
16,83,3,1,08-Jul-2015 16:34:06,0.843472222222222
17,82,3,2,08-Jul-2015 16:49:18,0.854027777777778
18,82,3,3,08-Jul-2015 16:53:17,0.856793981481481
19,84,4,1,28-Jul-2015 19:18:47,20.9578356481481
20,83,5,1,01-Aug-2015 18:59:38,24.944537037037
21,80,6,1,06-Aug-2015 14:25:35,29.754224537037
22,79,6,2,06-Aug-2015 14:26:36,29.7549305555556
23,85,6,3,06-Aug-2015 14:30:39,29.7577430555556
24,83,6,4,06-Aug-2015 14:32:35,29.7590856481481
25,82,6,5,06-Aug-2015 14:43:37,29.7667476851852
26,82,6,6,06-Aug-2015 14:44:37,29.7674421296296
27,83,6,7,06-Aug-2015 14:48:30,29.7701388888889
28,77,7,1,02-Mar-2016 19:00:44,238.945300925926
29,74,8,1,08-Mar-2016 09:40:38,244.556342592593
30,83,9,1,04-Apr-2016 10:45:39,271.601493055556
31,85,9,2,04-Apr-2016 10:46:40,271.602199074074
32,83,9,3,04-Apr-2016 10:47:41,271.602905092593
33,83,9,4,04-Apr-2016 10:48:42,271.603611111111
34,84,9,5,04-Apr-2016 10:55:27,271.608298611111
35,85,9,6,04-Apr-2016 10:57:09,271.609479166667
36,82,9,7,04-Apr-2016 11:00:31,271.61181712963
37,87,9,8,04-Apr-2016 11:06:59,271.61630787037
38,81,10,1,09-Apr-2016 17:04:16,276.864421296296
39,83,10,2,09-Apr-2016 17:05:51,276.865520833333
40,83,10,3,09-Apr-2016 17:12:43,276.870289351852
41,84,10,4,09-Apr-2016 17:13:47,276.871030092593
