gameplay,score,session,gameplay_withinsession,timestamp,dayselapsed
1,27,1,1,23-Aug-2015 10:03:22,0
2,31,2,1,17-Sep-2015 21:24:29,25.4729976851852
3,39,3,1,18-Sep-2015 17:02:49,26.2912847222222
4,41,3,2,18-Sep-2015 17:03:58,26.2920833333333
5,41,4,1,19-Sep-2015 14:31:53,27.1864699074074
6,45,4,2,19-Sep-2015 14:33:05,27.1873032407407
7,48,4,3,19-Sep-2015 14:34:08,27.1880324074074
8,46,5,1,20-Sep-2015 17:43:11,28.3193171296296
9,43,5,2,20-Sep-2015 17:44:16,28.3200694444444
10,51,5,3,20-Sep-2015 17:45:22,28.3208333333333
11,46,6,1,23-Sep-2015 13:56:34,31.1619444444444
12,51,6,2,23-Sep-2015 13:57:39,31.1626967592593
13,48,6,3,23-Sep-2015 13:58:44,31.1634490740741
14,49,6,4,23-Sep-2015 13:59:49,31.1642013888889
15,49,6,5,23-Sep-2015 14:00:52,31.1649305555556
16,50,6,6,23-Sep-2015 14:01:56,31.1656712962963
17,50,6,7,23-Sep-2015 14:02:59,31.166400462963
18,53,6,8,23-Sep-2015 14:04:57,31.1677662037037
19,51,6,9,23-Sep-2015 14:05:59,31.1684837962963
20,51,6,10,23-Sep-2015 14:07:03,31.169224537037
21,54,6,11,23-Sep-2015 14:08:06,31.1699537037037
22,50,7,1,24-Sep-2015 17:36:55,32.3149652777778
23,52,7,2,24-Sep-2015 17:37:58,32.3156944444444
24,50,8,1,26-Sep-2015 15:48:23,34.2395949074074
25,52,8,2,26-Sep-2015 15:49:27,34.2403356481481
26,49,8,3,26-Sep-2015 15:50:33,34.241099537037
27,53,8,4,26-Sep-2015 15:51:35,34.2418171296296
28,54,9,1,01-Oct-2015 08:41:19,38.9430208333333
29,53,9,2,01-Oct-2015 08:42:23,38.9437615740741
30,54,9,3,01-Oct-2015 08:43:25,38.9444791666667
31,53,9,4,01-Oct-2015 08:44:29,38.9452199074074
32,54,9,5,01-Oct-2015 08:45:33,38.9459606481481
33,54,9,6,01-Oct-2015 08:46:35,38.9466782407407
34,54,9,7,01-Oct-2015 08:47:37,38.9473958333333
35,53,9,8,01-Oct-2015 08:48:40,38.948125
36,53,9,9,01-Oct-2015 08:49:42,38.9488425925926
37,53,9,10,01-Oct-2015 08:50:46,38.9495833333333
38,56,9,11,01-Oct-2015 08:51:49,38.9503125
39,53,10,1,06-Oct-2015 12:25:51,44.0989467592593
40,54,10,2,06-Oct-2015 12:26:52,44.0996527777778
41,54,10,3,06-Oct-2015 12:28:22,44.1006944444444
42,52,10,4,06-Oct-2015 12:29:23,44.101400462963
43,53,10,5,06-Oct-2015 12:30:25,44.1021180555556
44,55,10,6,06-Oct-2015 12:31:26,44.1028240740741
45,57,10,7,06-Oct-2015 12:32:30,44.1035648148148
46,57,10,8,06-Oct-2015 12:33:33,44.1042939814815
47,49,11,1,07-Oct-2015 20:54:37,45.4522569444444
48,53,11,2,07-Oct-2015 20:55:42,45.4530092592593
49,52,11,3,07-Oct-2015 20:56:45,45.4537384259259
50,56,11,4,07-Oct-2015 20:57:46,45.4544444444444
51,56,11,5,07-Oct-2015 20:58:49,45.4551736111111
52,56,11,6,07-Oct-2015 20:59:52,45.4559027777778
53,56,11,7,07-Oct-2015 21:00:56,45.4566435185185
54,55,11,8,07-Oct-2015 21:01:59,45.4573726851852
55,57,11,9,07-Oct-2015 21:03:00,45.4580787037037
56,56,11,10,07-Oct-2015 21:04:02,45.4587962962963
57,55,11,11,07-Oct-2015 21:05:05,45.459525462963
58,55,11,12,07-Oct-2015 21:06:07,45.4602430555556
59,56,11,13,07-Oct-2015 21:07:08,45.4609490740741
60,56,11,14,07-Oct-2015 21:08:10,45.4616666666667
61,54,11,15,07-Oct-2015 21:09:11,45.4623726851852
62,55,11,16,07-Oct-2015 21:10:16,45.463125
63,51,12,1,13-Nov-2015 14:37:50,82.1906018518519
64,56,12,2,13-Nov-2015 14:38:53,82.1913310185185
65,55,13,1,22-Nov-2015 17:14:43,91.2995486111111
66,56,13,2,22-Nov-2015 17:15:44,91.3002546296296
67,58,13,3,22-Nov-2015 17:16:46,91.3009722222222
68,57,13,4,22-Nov-2015 17:17:48,91.3016898148148
69,56,13,5,22-Nov-2015 17:18:50,91.3024074074074
70,58,13,6,22-Nov-2015 17:19:51,91.3031134259259
71,54,14,1,23-Nov-2015 16:44:18,92.2784259259259
72,58,14,2,23-Nov-2015 16:45:19,92.2791319444445
73,57,14,3,23-Nov-2015 16:46:21,92.2798495370371
74,58,14,4,23-Nov-2015 16:47:23,92.2805671296296
75,58,14,5,23-Nov-2015 16:48:25,92.2812847222222
76,59,14,6,23-Nov-2015 16:49:26,92.2819907407408
77,59,14,7,23-Nov-2015 16:50:28,92.2827083333333
78,57,15,1,27-Nov-2015 16:48:36,96.281412037037
79,NaN,15,2,27-Nov-2015 16:49:39,96.2821412037037
80,60,15,3,27-Nov-2015 16:50:39,96.2828356481482
81,59,15,4,27-Nov-2015 16:51:40,96.2835416666667
82,61,15,5,27-Nov-2015 16:52:40,96.2842361111111
83,62,15,6,27-Nov-2015 16:53:42,96.2849537037037
