gameplay,score,session,gameplay_withinsession,timestamp,dayselapsed
1,58,1,1,26-Sep-2014 09:00:31,0
2,63,1,2,26-Sep-2014 09:01:35,0.000740740740740741
3,61,1,3,26-Sep-2014 09:02:40,0.00149305555555556
4,63,1,4,26-Sep-2014 09:04:02,0.00244212962962963
5,57,2,1,11-Jan-2016 17:46:20,472.365150462963
6,56,2,2,11-Jan-2016 17:48:02,472.366331018519
7,64,3,1,15-Jan-2016 20:59:25,476.499236111111
8,68,3,2,15-Jan-2016 21:00:57,476.500300925926
9,72,4,1,21-Jan-2016 18:28:19,482.394305555556
10,67,5,1,24-Jan-2016 20:53:41,485.49525462963
11,67,5,2,24-Jan-2016 20:55:16,485.496354166667
12,71,5,3,24-Jan-2016 21:02:37,485.501458333333
13,70,5,4,24-Jan-2016 21:04:32,485.502789351852
14,71,5,5,24-Jan-2016 21:06:16,485.503993055556
15,74,5,6,24-Jan-2016 21:09:19,485.506111111111
16,69,5,7,24-Jan-2016 21:10:57,485.50724537037
17,74,5,8,24-Jan-2016 21:14:11,485.509490740741
