gameplay,score,session,gameplay_withinsession,timestamp,dayselapsed
1,38,1,1,14-Jan-2015 10:11:51,0
2,35,2,1,16-Jan-2015 22:18:49,2.50483796296296
3,44,2,2,16-Jan-2015 22:19:57,2.505625
4,45,2,3,16-Jan-2015 22:21:04,2.50640046296296
5,49,2,4,16-Jan-2015 22:22:09,2.50715277777778
6,47,2,5,16-Jan-2015 22:23:23,2.50800925925926
7,43,3,1,19-Jan-2015 22:11:37,5.49983796296296
8,49,3,2,19-Jan-2015 22:12:56,5.50075231481481
9,47,3,3,19-Jan-2015 22:14:07,5.50157407407407
10,49,3,4,19-Jan-2015 22:15:11,5.50231481481481
11,44,4,1,24-Jan-2015 23:34:48,10.5576041666667
12,48,4,2,24-Jan-2015 23:35:55,10.5583796296296
13,52,4,3,24-Jan-2015 23:37:00,10.5591319444444
14,50,5,1,26-Jan-2015 23:37:58,12.5598032407407
15,49,5,2,26-Jan-2015 23:39:06,12.5605902777778
16,53,5,3,26-Jan-2015 23:40:18,12.5614236111111
17,53,5,4,26-Jan-2015 23:41:38,12.562349537037
18,53,5,5,26-Jan-2015 23:42:44,12.5631134259259
19,50,6,1,02-Feb-2015 19:45:47,19.3985648148148
20,52,6,2,02-Feb-2015 19:46:56,19.3993634259259
21,50,6,3,02-Feb-2015 19:48:02,19.4001273148148
22,53,6,4,02-Feb-2015 19:49:08,19.4008912037037
23,52,6,5,02-Feb-2015 19:50:22,19.4017476851852
24,50,6,6,02-Feb-2015 19:51:26,19.4024884259259
25,52,6,7,02-Feb-2015 19:53:26,19.4038773148148
26,53,6,8,02-Feb-2015 19:54:32,19.4046412037037
27,55,6,9,02-Feb-2015 19:55:38,19.4054050925926
28,52,7,1,06-Feb-2015 22:02:41,23.4936342592593
29,52,7,2,06-Feb-2015 22:03:47,23.4943981481482
30,54,7,3,06-Feb-2015 22:04:50,23.4951273148148
31,52,8,1,07-Feb-2015 14:54:10,24.1960532407407
32,55,8,2,07-Feb-2015 14:55:15,24.1968055555556
33,58,8,3,07-Feb-2015 14:56:16,24.1975115740741
34,54,9,1,07-Feb-2015 23:19:05,24.5466898148148
35,58,9,2,07-Feb-2015 23:20:10,24.5474421296296
36,54,10,1,08-Feb-2015 02:40:53,24.6868287037037
37,58,10,2,08-Feb-2015 02:42:02,24.6876273148148
38,45,11,1,01-Mar-2016 19:08:54,412.372951388889
39,52,11,2,01-Mar-2016 19:10:00,412.373715277778
40,54,11,3,01-Mar-2016 19:11:04,412.374456018519
