gameplay,score,session,gameplay_withinsession,timestamp,dayselapsed
1,34,1,1,10-Mar-2015 20:35:22,0
2,40,2,1,15-Feb-2016 09:06:38,341.521712962963
3,37,3,1,16-Feb-2016 19:25:25,342.951423611111
4,36,3,2,16-Feb-2016 20:10:42,342.98287037037
5,NaN,3,3,16-Feb-2016 20:11:53,342.98369212963
6,41,3,4,16-Feb-2016 20:16:17,342.986747685185
7,46,3,5,16-Feb-2016 20:18:29,342.988275462963
8,47,3,6,16-Feb-2016 20:24:35,342.992511574074
9,46,3,7,16-Feb-2016 20:26:18,342.993703703704
10,43,3,8,16-Feb-2016 20:28:07,342.994965277778
11,43,3,9,16-Feb-2016 20:30:45,342.996793981482
12,43,3,10,16-Feb-2016 20:32:42,342.998148148148
13,47,3,11,16-Feb-2016 20:34:26,342.999351851852
14,50,3,12,16-Feb-2016 20:48:24,343.009050925926
15,52,3,13,16-Feb-2016 20:49:37,343.009895833333
16,54,3,14,16-Feb-2016 20:50:47,343.010706018519
17,54,3,15,16-Feb-2016 20:52:25,343.011840277778
18,51,3,16,16-Feb-2016 20:57:34,343.015416666667
19,51,3,17,16-Feb-2016 20:58:56,343.016365740741
20,47,3,18,16-Feb-2016 21:01:34,343.018194444444
21,51,3,19,16-Feb-2016 21:02:46,343.019027777778
22,52,3,20,16-Feb-2016 21:03:59,343.019872685185
23,51,3,21,16-Feb-2016 21:06:29,343.021608796296
24,51,3,22,16-Feb-2016 21:14:42,343.027314814815
25,51,3,23,16-Feb-2016 21:15:54,343.028148148148
26,54,3,24,16-Feb-2016 21:17:05,343.028969907407
27,52,3,25,16-Feb-2016 21:20:56,343.031643518519
28,51,3,26,16-Feb-2016 21:22:01,343.032395833333
29,49,3,27,16-Feb-2016 21:23:31,343.0334375
30,53,3,28,16-Feb-2016 21:24:42,343.034259259259
31,40,3,29,16-Feb-2016 21:32:15,343.039502314815
32,51,3,30,16-Feb-2016 21:33:36,343.040439814815
33,47,3,31,16-Feb-2016 21:35:03,343.041446759259
34,49,3,32,16-Feb-2016 21:36:51,343.042696759259
35,50,3,33,16-Feb-2016 21:38:14,343.043657407407
36,52,3,34,16-Feb-2016 21:56:36,343.056412037037
37,56,3,35,16-Feb-2016 21:57:51,343.057280092593
38,54,3,36,16-Feb-2016 21:59:06,343.058148148148
39,50,3,37,16-Feb-2016 22:00:19,343.058993055556
40,55,3,38,16-Feb-2016 22:01:43,343.059965277778
41,51,3,39,16-Feb-2016 22:02:50,343.060740740741
42,54,3,40,16-Feb-2016 22:04:11,343.061678240741
43,48,3,41,16-Feb-2016 22:05:24,343.062523148148
44,55,3,42,16-Feb-2016 22:06:31,343.063298611111
45,53,3,43,16-Feb-2016 22:07:43,343.064131944444
46,49,3,44,16-Feb-2016 22:08:54,343.064953703704
47,49,3,45,16-Feb-2016 22:11:04,343.066458333333
48,52,3,46,16-Feb-2016 22:12:11,343.067233796296
49,48,3,47,16-Feb-2016 22:13:21,343.068043981481
50,49,3,48,16-Feb-2016 22:14:26,343.068796296296
51,50,3,49,16-Feb-2016 22:15:33,343.069571759259
52,55,3,50,16-Feb-2016 22:16:40,343.070347222222
53,50,3,51,16-Feb-2016 22:17:50,343.071157407407
54,54,3,52,16-Feb-2016 22:18:56,343.071921296296
55,54,3,53,16-Feb-2016 22:21:14,343.073518518519
56,53,3,54,16-Feb-2016 22:22:32,343.074421296296
57,51,3,55,16-Feb-2016 22:23:41,343.075219907407
58,54,3,56,16-Feb-2016 22:24:48,343.07599537037
59,52,3,57,16-Feb-2016 22:25:54,343.076759259259
60,51,3,58,16-Feb-2016 22:27:01,343.077534722222
61,51,3,59,16-Feb-2016 22:28:08,343.078310185185
62,44,3,60,16-Feb-2016 22:29:29,343.079247685185
63,51,3,61,16-Feb-2016 22:30:36,343.080023148148
64,50,3,62,16-Feb-2016 22:31:49,343.080868055556
65,53,3,63,16-Feb-2016 22:32:58,343.081666666667
66,54,3,64,16-Feb-2016 22:34:05,343.08244212963
67,52,3,65,16-Feb-2016 22:35:11,343.083206018519
68,53,3,66,16-Feb-2016 22:36:18,343.083981481482
69,55,3,67,16-Feb-2016 22:37:28,343.084791666667
70,NaN,4,1,17-Feb-2016 17:33:55,343.873993055556
71,47,4,2,17-Feb-2016 17:46:11,343.882511574074
72,50,4,3,17-Feb-2016 17:47:29,343.883414351852
73,56,4,4,17-Feb-2016 17:51:32,343.886226851852
74,56,4,5,17-Feb-2016 17:59:55,343.892048611111
75,50,5,1,19-Feb-2016 14:16:53,345.737164351852
76,47,5,2,19-Feb-2016 14:18:13,345.738090277778
77,49,5,3,19-Feb-2016 14:19:22,345.738888888889
78,50,5,4,19-Feb-2016 14:20:45,345.739849537037
79,48,5,5,19-Feb-2016 14:23:13,345.7415625
80,54,5,6,19-Feb-2016 14:24:42,345.742592592593
81,52,6,1,19-Feb-2016 22:39:42,346.086342592593
82,53,6,2,19-Feb-2016 22:40:54,346.087175925926
83,50,6,3,19-Feb-2016 22:42:02,346.087962962963
84,55,6,4,19-Feb-2016 22:43:11,346.088761574074
85,52,6,5,19-Feb-2016 22:46:02,346.090740740741
86,53,6,6,19-Feb-2016 22:47:08,346.09150462963
87,54,6,7,19-Feb-2016 22:49:26,346.093101851852
88,55,6,8,19-Feb-2016 22:50:29,346.093831018519
89,57,6,9,19-Feb-2016 22:52:31,346.095243055556
90,55,6,10,19-Feb-2016 22:54:54,346.096898148148
91,59,6,11,19-Feb-2016 22:56:03,346.097696759259
92,56,6,12,19-Feb-2016 22:57:12,346.098495370371
93,54,6,13,19-Feb-2016 22:58:22,346.099305555556
94,57,6,14,19-Feb-2016 22:59:53,346.100358796296
95,53,6,15,19-Feb-2016 23:01:09,346.101238425926
96,56,6,16,19-Feb-2016 23:03:03,346.102557870371
97,55,6,17,19-Feb-2016 23:04:10,346.103333333334
98,56,6,18,19-Feb-2016 23:05:17,346.104108796296
99,59,6,19,19-Feb-2016 23:06:29,346.10494212963
100,57,6,20,19-Feb-2016 23:08:25,346.106284722222
101,60,6,21,19-Feb-2016 23:09:44,346.107199074074
102,55,6,22,19-Feb-2016 23:10:53,346.107997685185
103,58,6,23,19-Feb-2016 23:12:18,346.108981481482
104,55,6,24,19-Feb-2016 23:13:25,346.109756944445
105,61,6,25,19-Feb-2016 23:14:34,346.110555555556
106,57,6,26,19-Feb-2016 23:16:53,346.112164351852
107,57,6,27,19-Feb-2016 23:17:59,346.112928240741
108,59,6,28,19-Feb-2016 23:19:05,346.11369212963
109,55,6,29,19-Feb-2016 23:20:11,346.114456018519
110,55,6,30,19-Feb-2016 23:21:15,346.11519675926
111,54,6,31,19-Feb-2016 23:24:58,346.117777777778
112,56,6,32,19-Feb-2016 23:26:03,346.118530092593
113,60,6,33,19-Feb-2016 23:27:08,346.119282407408
114,61,6,34,19-Feb-2016 23:28:14,346.120046296297
115,58,6,35,19-Feb-2016 23:29:24,346.120856481482
116,57,6,36,19-Feb-2016 23:30:32,346.121643518519
117,57,6,37,19-Feb-2016 23:31:40,346.122430555556
118,58,6,38,19-Feb-2016 23:32:45,346.123182870371
119,56,6,39,19-Feb-2016 23:33:53,346.123969907408
120,55,6,40,19-Feb-2016 23:34:57,346.124710648148
121,57,6,41,19-Feb-2016 23:36:03,346.125474537037
122,54,6,42,19-Feb-2016 23:37:08,346.126226851852
123,60,6,43,19-Feb-2016 23:38:15,346.127002314815
124,54,6,44,19-Feb-2016 23:39:24,346.127800925926
125,52,6,45,19-Feb-2016 23:40:28,346.128541666667
126,55,7,1,21-Feb-2016 00:34:52,347.166319444445
127,60,7,2,21-Feb-2016 00:35:59,347.167094907408
128,58,7,3,21-Feb-2016 00:37:22,347.168055555556
129,56,7,4,21-Feb-2016 00:38:34,347.168888888889
130,60,7,5,21-Feb-2016 00:39:51,347.169780092593
131,58,7,6,21-Feb-2016 00:40:57,347.170543981482
132,57,7,7,21-Feb-2016 00:42:05,347.171331018519
133,60,7,8,21-Feb-2016 00:43:14,347.17212962963
134,58,7,9,21-Feb-2016 00:44:22,347.172916666667
135,54,7,10,21-Feb-2016 00:45:40,347.173819444445
136,58,7,11,21-Feb-2016 00:46:54,347.174675925926
137,57,7,12,21-Feb-2016 00:48:10,347.175555555556
138,56,7,13,21-Feb-2016 00:49:21,347.176377314815
139,60,7,14,21-Feb-2016 00:50:29,347.177164351852
140,60,7,15,21-Feb-2016 00:51:38,347.177962962963
141,56,7,16,21-Feb-2016 00:52:46,347.17875
142,54,7,17,21-Feb-2016 00:54:06,347.179675925926
143,57,7,18,21-Feb-2016 00:57:24,347.181967592593
144,57,7,19,21-Feb-2016 00:58:31,347.182743055556
145,60,7,20,21-Feb-2016 00:59:52,347.183680555556
146,57,7,21,21-Feb-2016 01:00:59,347.184456018519
147,59,7,22,21-Feb-2016 01:02:38,347.185601851852
148,57,7,23,21-Feb-2016 01:03:56,347.18650462963
149,59,7,24,21-Feb-2016 01:05:15,347.187418981482
150,58,7,25,21-Feb-2016 01:06:23,347.188206018519
151,53,7,26,21-Feb-2016 01:07:35,347.189039351852
152,61,8,1,24-Feb-2016 00:33:49,350.165590277778
153,54,8,2,24-Feb-2016 00:35:54,350.167037037037
154,57,8,3,24-Feb-2016 00:37:06,350.167870370371
155,60,8,4,24-Feb-2016 00:38:29,350.168831018519
156,63,8,5,24-Feb-2016 00:39:39,350.169641203704
157,60,8,6,24-Feb-2016 00:40:49,350.170451388889
158,58,8,7,24-Feb-2016 00:41:58,350.17125
159,59,8,8,24-Feb-2016 00:43:05,350.172025462963
160,59,8,9,24-Feb-2016 00:44:11,350.172789351852
161,NaN,8,10,24-Feb-2016 00:45:17,350.173553240741
162,60,8,11,24-Feb-2016 00:46:24,350.174328703704
163,59,8,12,24-Feb-2016 00:47:27,350.175057870371
164,60,8,13,24-Feb-2016 00:48:33,350.175821759259
165,58,8,14,24-Feb-2016 00:49:40,350.176597222222
166,58,8,15,24-Feb-2016 00:50:46,350.177361111111
167,59,8,16,24-Feb-2016 00:51:52,350.178125
168,60,8,17,24-Feb-2016 00:53:01,350.178923611111
169,60,8,18,24-Feb-2016 00:54:04,350.179652777778
170,34,9,1,30-Sep-2016 18:50:16,569.927013888889
171,40,9,2,30-Sep-2016 18:51:38,569.927962962963
172,44,9,3,30-Sep-2016 19:13:20,569.943032407408
