gameplay,score,session,gameplay_withinsession,timestamp,dayselapsed
1,27,1,1,16-May-2017 13:44:02,0
2,28,1,2,16-May-2017 13:45:35,0.00107638888888889
3,30,1,3,16-May-2017 13:46:48,0.0019212962962963
4,34,1,4,16-May-2017 13:48:09,0.0028587962962963
5,NaN,2,1,21-May-2017 10:30:12,4.86539351851852
6,31,2,2,21-May-2017 10:32:04,4.86668981481481
7,30,2,3,21-May-2017 10:33:20,4.86756944444444
8,35,2,4,21-May-2017 10:34:40,4.86849537037037
9,30,3,1,05-Jun-2017 08:06:11,19.7653819444444
10,34,3,2,05-Jun-2017 08:07:27,19.7662615740741
11,33,3,3,05-Jun-2017 08:09:05,19.7673958333333
12,35,3,4,05-Jun-2017 08:10:20,19.7682638888889
13,33,3,5,05-Jun-2017 08:11:59,19.7694097222222
14,32,4,1,10-Jun-2017 14:45:59,25.0430208333333
15,34,4,2,10-Jun-2017 14:47:11,25.0438541666667
16,28,4,3,10-Jun-2017 14:48:22,25.0446759259259
17,34,4,4,10-Jun-2017 14:55:51,25.0498726851852
18,41,4,5,10-Jun-2017 14:57:08,25.0507638888889
19,37,4,6,10-Jun-2017 14:58:25,25.0516550925926
20,40,4,7,10-Jun-2017 14:59:37,25.0524884259259
21,30,5,1,24-Jun-2017 18:25:46,39.1956481481481
22,36,5,2,24-Jun-2017 18:26:59,39.1964930555555
23,35,5,3,24-Jun-2017 18:28:11,39.1973263888889
24,37,5,4,24-Jun-2017 18:29:31,39.1982523148148
25,33,6,1,15-Jul-2017 18:24:01,60.1944328703704
26,35,6,2,15-Jul-2017 18:25:11,60.1952430555556
27,36,6,3,15-Jul-2017 18:26:25,60.196099537037
28,38,6,4,15-Jul-2017 18:27:36,60.1969212962963
29,36,6,5,15-Jul-2017 18:28:44,60.1977083333333
30,37,6,6,15-Jul-2017 18:29:55,60.1985300925926
31,35,7,1,19-Jul-2017 14:17:45,64.0234143518519
32,33,8,1,02-Aug-2017 08:43:51,77.7915393518519
33,40,8,2,02-Aug-2017 08:45:02,77.7923611111111
34,39,8,3,02-Aug-2017 08:46:16,77.7932175925926
35,37,8,4,02-Aug-2017 08:47:32,77.7940972222222
36,35,8,5,02-Aug-2017 08:48:45,77.7949421296296
37,38,8,6,02-Aug-2017 08:50:00,77.7958101851852
38,40,8,7,02-Aug-2017 08:52:03,77.7972337962963
39,42,8,8,02-Aug-2017 08:53:22,77.7981481481481
40,41,8,9,02-Aug-2017 08:54:50,77.7991666666667
41,34,9,1,04-Aug-2017 13:21:03,79.9840393518518
42,38,9,2,04-Aug-2017 13:22:16,79.9848842592593
43,NaN,9,3,04-Aug-2017 13:23:27,79.9857060185185
44,37,9,4,04-Aug-2017 13:24:42,79.9865740740741
45,44,9,5,04-Aug-2017 13:25:51,79.9873726851852
46,34,10,1,06-Aug-2017 04:19:43,81.6081134259259
47,38,10,2,06-Aug-2017 04:20:57,81.6089699074074
48,36,10,3,06-Aug-2017 04:22:04,81.6097453703704
49,38,10,4,06-Aug-2017 04:23:22,81.6106481481481
50,31,11,1,11-Aug-2017 18:12:50,87.1866666666667
51,39,11,2,11-Aug-2017 18:14:37,87.1879050925926
52,41,11,3,11-Aug-2017 18:15:48,87.1887268518518
53,40,11,4,11-Aug-2017 18:17:06,87.1896296296296
54,41,12,1,13-Aug-2017 18:43:23,89.2078819444444
55,40,12,2,13-Aug-2017 18:44:37,89.2087384259259
56,40,12,3,13-Aug-2017 18:45:49,89.2095717592592
57,40,12,4,13-Aug-2017 18:46:57,89.2103587962963
58,35,13,1,16-Aug-2017 11:46:59,91.9187152777778
59,37,13,2,16-Aug-2017 11:48:08,91.9195138888889
60,40,13,3,16-Aug-2017 11:49:22,91.9203703703704
61,41,13,4,16-Aug-2017 11:50:38,91.92125
62,38,14,1,07-Sep-2017 10:56:25,113.883599537037
63,40,14,2,07-Sep-2017 10:57:39,113.884456018519
64,41,14,3,07-Sep-2017 10:59:00,113.885393518519
65,30,15,1,14-Sep-2017 11:28:10,120.905648148148
66,38,15,2,14-Sep-2017 11:29:23,120.906493055556
67,37,15,3,14-Sep-2017 11:30:37,120.907349537037
