gameplay,score,session,gameplay_withinsession,timestamp,dayselapsed
1,27,1,1,01-Apr-2013 14:02:33,0
2,33,1,2,01-Apr-2013 14:04:14,0.00116898148148148
3,37,1,3,01-Apr-2013 14:05:33,0.00208333333333333
4,35,1,4,01-Apr-2013 14:06:44,0.00290509259259259
5,36,1,5,01-Apr-2013 14:07:59,0.00377314814814815
6,39,1,6,01-Apr-2013 14:09:11,0.00460648148148148
7,31,2,1,30-Sep-2013 21:33:09,182.312916666667
8,34,3,1,04-Oct-2013 21:28:20,186.309571759259
9,38,3,2,04-Oct-2013 21:29:42,186.310520833333
10,42,3,3,04-Oct-2013 21:31:02,186.311446759259
11,40,3,4,04-Oct-2013 21:32:21,186.312361111111
12,40,3,5,04-Oct-2013 21:33:44,186.313321759259
13,38,3,6,04-Oct-2013 21:35:03,186.314236111111
14,41,3,7,04-Oct-2013 21:36:18,186.315104166667
15,38,3,8,04-Oct-2013 21:37:35,186.31599537037
16,41,3,9,04-Oct-2013 21:40:29,186.318009259259
17,40,3,10,04-Oct-2013 21:41:48,186.318923611111
18,39,4,1,05-Oct-2013 14:38:05,187.024675925926
19,40,4,2,05-Oct-2013 14:39:27,187.025625
20,42,4,3,05-Oct-2013 14:40:45,187.026527777778
21,NaN,4,4,05-Oct-2013 14:42:00,187.027395833333
22,41,4,5,05-Oct-2013 14:43:10,187.028206018518
23,41,4,6,05-Oct-2013 14:44:28,187.029108796296
24,41,4,7,05-Oct-2013 14:45:43,187.029976851852
25,41,4,8,05-Oct-2013 14:46:57,187.030833333333
26,42,4,9,05-Oct-2013 14:48:10,187.031678240741
27,43,4,10,05-Oct-2013 14:49:18,187.032465277778
28,40,4,11,05-Oct-2013 14:50:31,187.033310185185
29,45,4,12,05-Oct-2013 14:51:52,187.034247685185
30,45,4,13,05-Oct-2013 14:53:01,187.035046296296
31,41,4,14,05-Oct-2013 14:54:14,187.035891203704
32,37,5,1,06-Oct-2013 13:20:40,187.970914351852
33,42,5,2,06-Oct-2013 13:21:57,187.971805555556
34,42,5,3,06-Oct-2013 13:23:32,187.972905092593
35,42,5,4,06-Oct-2013 13:25:05,187.973981481482
36,45,5,5,06-Oct-2013 13:26:22,187.974872685185
37,40,5,6,06-Oct-2013 13:27:41,187.975787037037
38,45,5,7,06-Oct-2013 13:28:55,187.976643518519
39,43,5,8,06-Oct-2013 13:30:12,187.977534722222
40,42,5,9,06-Oct-2013 13:31:31,187.978449074074
41,42,5,10,06-Oct-2013 13:32:38,187.979224537037
42,43,5,11,06-Oct-2013 13:33:57,187.980138888889
43,38,5,12,06-Oct-2013 13:35:08,187.980960648148
44,37,6,1,11-Mar-2014 20:46:31,344.280532407407
45,41,6,2,11-Mar-2014 20:48:08,344.281655092593
46,42,6,3,11-Mar-2014 20:49:52,344.282858796296
47,43,6,4,11-Mar-2014 20:51:13,344.283796296296
48,41,6,5,11-Mar-2014 20:52:24,344.284618055556
49,45,6,6,11-Mar-2014 20:53:34,344.285428240741
50,43,6,7,11-Mar-2014 20:54:54,344.286354166667
51,43,6,8,11-Mar-2014 20:56:06,344.2871875
52,38,7,1,12-Mar-2014 22:45:07,345.362893518519
53,41,7,2,12-Mar-2014 22:46:48,345.3640625
54,38,8,1,13-Mar-2014 22:02:24,346.333229166667
55,42,8,2,13-Mar-2014 22:03:55,346.334282407408
56,40,8,3,13-Mar-2014 22:05:10,346.335150462963
57,41,8,4,13-Mar-2014 22:06:24,346.336006944445
58,39,8,5,13-Mar-2014 22:07:36,346.336840277778
59,33,9,1,05-May-2014 17:35:39,399.147986111111
60,40,10,1,09-May-2014 15:43:04,403.069803240741
61,44,10,2,09-May-2014 15:44:26,403.070752314815
62,49,10,3,09-May-2014 15:45:39,403.071597222222
63,50,10,4,09-May-2014 15:46:57,403.0725
64,33,11,1,22-Jan-2015 18:13:47,661.174467592593
65,39,11,2,22-Jan-2015 18:15:02,661.175335648148
66,41,11,3,22-Jan-2015 18:16:12,661.176145833333
67,43,11,4,22-Jan-2015 18:17:26,661.177002314815
68,40,12,1,07-May-2015 20:41:47,766.27724537037
69,42,12,2,07-May-2015 20:43:04,766.278136574074
70,39,12,3,07-May-2015 20:44:15,766.278958333333
71,43,12,4,07-May-2015 20:45:26,766.279780092593
72,46,12,5,07-May-2015 20:46:34,766.28056712963
