gameplay,score,session,gameplay_withinsession,timestamp,dayselapsed
1,39,1,1,12-Jul-2014 17:27:41,0
2,42,1,2,12-Jul-2014 17:28:50,0.000798611111111111
3,44,1,3,12-Jul-2014 17:29:53,0.00152777777777778
4,33,2,1,22-Aug-2014 14:11:07,40.8634953703704
5,38,2,2,22-Aug-2014 14:19:30,40.8693171296296
6,36,3,1,18-Apr-2015 15:15:30,279.908206018519
7,40,3,2,18-Apr-2015 15:16:38,279.908993055556
8,38,3,3,18-Apr-2015 15:17:48,279.909803240741
9,44,3,4,18-Apr-2015 15:18:51,279.910532407407
10,40,3,5,18-Apr-2015 15:20:01,279.911342592593
11,33,4,1,11-Jul-2015 13:18:10,363.826724537037
12,36,4,2,11-Jul-2015 13:19:17,363.8275
13,40,4,3,11-Jul-2015 13:20:22,363.828252314815
14,43,4,4,11-Jul-2015 13:21:28,363.829016203704
15,44,4,5,11-Jul-2015 13:22:32,363.829756944444
16,37,5,1,07-Aug-2015 13:26:55,390.832800925926
17,38,5,2,07-Aug-2015 13:28:00,390.833553240741
18,39,5,3,07-Aug-2015 13:29:05,390.834305555555
19,39,5,4,07-Aug-2015 13:30:10,390.83505787037
20,40,5,5,07-Aug-2015 13:31:13,390.835787037037
21,39,5,6,07-Aug-2015 13:32:18,390.836539351852
22,38,5,7,07-Aug-2015 13:33:23,390.837291666667
23,42,5,8,07-Aug-2015 13:34:27,390.838032407407
24,41,5,9,07-Aug-2015 13:35:38,390.838854166667
25,41,6,1,07-Aug-2015 19:03:00,391.06619212963
26,39,6,2,07-Aug-2015 19:04:11,391.067013888889
27,42,6,3,07-Aug-2015 19:05:15,391.06775462963
28,40,6,4,07-Aug-2015 19:06:23,391.068541666667
29,45,6,5,07-Aug-2015 19:07:28,391.069293981481
30,33,7,1,07-Dec-2015 21:42:20,513.176840277778
31,44,7,2,07-Dec-2015 21:43:27,513.177615740741
32,45,7,3,07-Dec-2015 21:44:32,513.178368055555
33,47,7,4,07-Dec-2015 21:45:36,513.179108796296
34,41,7,5,07-Dec-2015 21:46:40,513.179849537037
35,43,7,6,07-Dec-2015 21:47:44,513.180590277778
36,NaN,8,1,24-May-2017 17:18:22,1046.99353009259
37,40,8,2,24-May-2017 17:19:33,1046.99435185185
38,45,8,3,24-May-2017 17:20:42,1046.99515046296
39,45,8,4,24-May-2017 17:21:51,1046.99594907407
40,35,9,1,22-Sep-2017 18:14:41,1168.03263888889
41,44,9,2,22-Sep-2017 18:16:07,1168.03363425926
42,43,9,3,22-Sep-2017 18:17:16,1168.03443287037
43,45,9,4,22-Sep-2017 18:18:24,1168.03521990741
44,38,10,1,25-Sep-2017 20:13:24,1171.11508101852
45,45,10,2,25-Sep-2017 20:14:33,1171.11587962963
46,49,10,3,25-Sep-2017 20:15:41,1171.11666666667
47,49,10,4,25-Sep-2017 20:16:47,1171.11743055556
