gameplay,score,session,gameplay_withinsession,timestamp,dayselapsed
1,55,1,1,09-Jun-2017 15:07:02,0
2,57,1,2,09-Jun-2017 15:08:11,0.000798611111111111
3,59,1,3,09-Jun-2017 15:09:21,0.0016087962962963
4,56,2,1,09-Jun-2017 16:19:45,0.0504976851851852
5,63,2,2,09-Jun-2017 16:20:48,0.0512268518518519
6,67,2,3,09-Jun-2017 16:21:53,0.0519791666666667
7,64,2,4,09-Jun-2017 16:22:56,0.0527083333333333
8,65,2,5,09-Jun-2017 16:23:59,0.0534375
9,64,2,6,09-Jun-2017 16:25:04,0.0541898148148148
10,66,2,7,09-Jun-2017 16:26:19,0.0550578703703704
11,64,2,8,09-Jun-2017 16:27:22,0.0557870370370371
12,68,2,9,09-Jun-2017 16:28:39,0.0566782407407408
13,66,2,10,09-Jun-2017 16:29:42,0.0574074074074074
14,68,2,11,09-Jun-2017 16:30:45,0.0581365740740741
15,69,2,12,09-Jun-2017 16:31:48,0.0588657407407408
16,64,3,1,09-Jun-2017 18:21:49,0.135266203703704
17,67,3,2,09-Jun-2017 18:22:54,0.136018518518519
18,69,3,3,09-Jun-2017 18:24:09,0.136886574074074
19,65,3,4,09-Jun-2017 18:25:37,0.137905092592593
20,65,3,5,09-Jun-2017 18:26:42,0.138657407407407
21,66,3,6,09-Jun-2017 18:27:45,0.139386574074074
22,66,3,7,09-Jun-2017 18:28:47,0.140104166666667
23,63,3,8,09-Jun-2017 18:29:50,0.140833333333333
24,64,3,9,09-Jun-2017 18:30:53,0.1415625
25,64,3,10,09-Jun-2017 18:31:58,0.142314814814815
26,66,3,11,09-Jun-2017 18:33:02,0.143055555555556
27,65,3,12,09-Jun-2017 18:34:06,0.143796296296296
28,68,3,13,09-Jun-2017 18:35:51,0.145011574074074
29,63,4,1,10-Jun-2017 05:25:14,0.595972222222222
30,65,4,2,10-Jun-2017 05:26:18,0.596712962962963
31,64,4,3,10-Jun-2017 05:27:25,0.597488425925926
32,64,4,4,10-Jun-2017 05:28:34,0.598287037037037
33,64,5,1,12-Jun-2017 18:50:58,3.15550925925926
34,67,5,2,12-Jun-2017 18:52:38,3.15666666666667
35,71,5,3,12-Jun-2017 18:53:42,3.15740740740741
36,73,5,4,12-Jun-2017 18:54:46,3.15814814814815
37,72,5,5,12-Jun-2017 18:55:48,3.15886574074074
38,67,5,6,12-Jun-2017 18:56:50,3.15958333333333
39,72,5,7,12-Jun-2017 18:57:55,3.16033564814815
40,71,5,8,12-Jun-2017 18:58:58,3.16106481481481
41,70,5,9,12-Jun-2017 19:00:01,3.16179398148148
42,73,5,10,12-Jun-2017 19:01:05,3.16253472222222
43,71,5,11,12-Jun-2017 19:02:08,3.16326388888889
44,70,6,1,13-Jun-2017 08:57:48,3.74358796296296
45,74,6,2,13-Jun-2017 08:59:02,3.74444444444444
46,NaN,6,3,13-Jun-2017 09:00:12,3.74525462962963
47,68,6,4,13-Jun-2017 09:25:43,3.76297453703704
48,72,6,5,13-Jun-2017 09:26:50,3.76375
49,66,7,1,16-Jun-2017 16:33:04,7.05974537037037
50,71,7,2,16-Jun-2017 16:34:07,7.06047453703704
51,70,7,3,16-Jun-2017 16:35:15,7.06126157407407
52,70,7,4,16-Jun-2017 16:36:17,7.06197916666667
53,70,7,5,16-Jun-2017 16:37:21,7.06271990740741
54,73,7,6,16-Jun-2017 16:38:23,7.0634375
55,70,7,7,16-Jun-2017 17:14:29,7.08850694444445
56,74,7,8,16-Jun-2017 17:15:33,7.08924768518519
57,75,7,9,16-Jun-2017 17:16:41,7.09003472222222
58,70,8,1,17-Jun-2017 05:43:14,7.60847222222222
59,72,9,1,17-Jun-2017 13:01:18,7.91268518518519
60,72,9,2,17-Jun-2017 13:02:22,7.91342592592593
61,76,9,3,17-Jun-2017 13:03:25,7.91415509259259
62,75,9,4,17-Jun-2017 13:04:29,7.91489583333334
63,73,9,5,17-Jun-2017 13:05:30,7.91560185185185
64,75,9,6,17-Jun-2017 13:06:32,7.91631944444445
65,75,9,7,17-Jun-2017 13:07:33,7.91702546296297
66,76,9,8,17-Jun-2017 13:08:35,7.91774305555556
67,74,9,9,17-Jun-2017 13:09:38,7.91847222222223
68,72,9,10,17-Jun-2017 13:10:40,7.91918981481482
69,74,9,11,17-Jun-2017 13:11:43,7.91991898148148
70,76,9,12,17-Jun-2017 13:12:47,7.92065972222223
71,74,9,13,17-Jun-2017 13:13:51,7.92140046296297
72,70,10,1,29-Jun-2017 15:31:16,20.0168287037037
73,71,10,2,29-Jun-2017 15:44:18,20.0258796296296
74,77,10,3,29-Jun-2017 15:45:24,20.0266435185185
75,NaN,10,4,29-Jun-2017 15:46:31,20.0274189814815
76,75,10,5,29-Jun-2017 15:50:17,20.0300347222222
77,71,10,6,29-Jun-2017 15:51:19,20.0307523148148
78,73,10,7,29-Jun-2017 15:52:21,20.0314699074074
79,73,10,8,29-Jun-2017 15:53:23,20.0321875
80,76,10,9,29-Jun-2017 15:54:24,20.0328935185185
81,72,10,10,29-Jun-2017 15:55:27,20.0336226851852
82,71,10,11,29-Jun-2017 15:56:31,20.0343634259259
83,73,10,12,29-Jun-2017 15:59:08,20.0361805555556
84,78,10,13,29-Jun-2017 16:00:11,20.0369097222222
85,75,10,14,29-Jun-2017 16:01:13,20.0376273148148
86,78,10,15,29-Jun-2017 16:02:17,20.0383680555556
87,73,10,16,29-Jun-2017 16:03:23,20.0391319444445
88,75,10,17,29-Jun-2017 16:04:26,20.0398611111111
89,77,10,18,29-Jun-2017 16:05:28,20.0405787037037
90,75,10,19,29-Jun-2017 16:06:31,20.0413078703704
91,74,10,20,29-Jun-2017 16:07:36,20.0420601851852
92,74,10,21,29-Jun-2017 16:08:52,20.0429398148148
93,73,10,22,29-Jun-2017 16:09:54,20.0436574074074
94,72,11,1,29-Jun-2017 17:57:03,20.1180671296296
