gameplay,score,session,gameplay_withinsession,timestamp,dayselapsed
1,NaN,1,1,10-Nov-2013 18:31:13,0
2,30,2,1,06-May-2014 19:19:19,177.033402777778
3,26,2,2,06-May-2014 19:20:32,177.034247685185
4,32,2,3,06-May-2014 19:21:37,177.035
5,34,3,1,08-May-2014 18:41:36,179.007210648148
6,35,3,2,08-May-2014 18:42:57,179.008148148148
7,33,4,1,19-Jun-2014 19:39:06,221.047141203704
8,39,4,2,19-Jun-2014 19:40:22,221.048020833333
9,43,4,3,19-Jun-2014 19:41:56,221.049108796296
10,36,5,1,22-Jun-2014 16:52:01,223.931111111111
11,40,5,2,22-Jun-2014 16:53:13,223.931944444444
12,40,5,3,22-Jun-2014 16:55:08,223.933275462963
13,43,5,4,22-Jun-2014 16:56:21,223.93412037037
14,31,6,1,01-Aug-2014 18:24:04,263.995034722222
15,39,6,2,01-Aug-2014 18:25:17,263.99587962963
16,46,6,3,01-Aug-2014 18:26:27,263.996689814815
17,45,6,4,01-Aug-2014 18:27:32,263.99744212963
18,43,6,5,01-Aug-2014 18:34:46,264.002465277778
19,50,6,6,01-Aug-2014 18:36:03,264.003356481481
20,36,7,1,14-Sep-2014 20:01:58,308.063020833333
21,42,7,2,14-Sep-2014 20:03:08,308.063831018518
22,42,7,3,14-Sep-2014 20:04:15,308.064606481481
23,44,7,4,14-Sep-2014 20:05:23,308.065393518518
24,42,8,1,24-Sep-2014 16:57:45,317.935092592592
25,45,8,2,24-Sep-2014 16:58:55,317.935902777778
26,45,8,3,24-Sep-2014 17:00:01,317.936666666667
27,45,8,4,24-Sep-2014 17:01:07,317.937430555555
28,44,9,1,11-Oct-2014 17:34:57,334.960925925926
29,47,9,2,11-Oct-2014 17:36:08,334.961747685185
30,46,9,3,11-Oct-2014 17:37:14,334.962511574074
31,40,10,1,07-Jan-2015 06:00:51,422.478912037037
32,46,10,2,07-Jan-2015 06:01:59,422.479699074074
33,44,10,3,07-Jan-2015 06:03:06,422.480474537037
34,45,10,4,07-Jan-2015 06:04:12,422.481238425926
35,46,11,1,08-Jan-2015 14:05:08,423.815219907407
36,48,11,2,08-Jan-2015 14:06:19,423.816041666667
37,48,11,3,08-Jan-2015 14:07:26,423.81681712963
38,51,11,4,08-Jan-2015 14:08:32,423.817581018519
