gameplay,score,session,gameplay_withinsession,timestamp,dayselapsed
1,31,1,1,29-Mar-2015 12:46:11,0
2,36,1,2,29-Mar-2015 12:47:22,0.000821759259259259
3,40,2,1,01-Apr-2015 11:46:40,2.95866898148148
4,43,2,2,01-Apr-2015 11:47:54,2.95952546296296
5,42,2,3,01-Apr-2015 11:49:09,2.96039351851852
6,36,3,1,09-Apr-2015 10:38:49,10.9115509259259
7,44,3,2,09-Apr-2015 10:40:03,10.9124074074074
8,47,3,3,09-Apr-2015 10:41:17,10.9132638888889
9,47,3,4,09-Apr-2015 10:42:32,10.9141319444444
10,48,3,5,09-Apr-2015 10:43:45,10.9149768518519
11,NaN,4,1,13-Jun-2015 12:23:49,75.9844675925926
12,43,4,2,13-Jun-2015 12:25:00,75.9852893518518
13,44,4,3,13-Jun-2015 12:26:10,75.986099537037
14,45,4,4,13-Jun-2015 12:27:19,75.9868981481481
15,45,4,5,13-Jun-2015 12:28:26,75.9876736111111
16,41,5,1,06-Jul-2015 11:45:53,98.958125
17,46,5,2,06-Jul-2015 11:46:57,98.9588657407407
18,49,5,3,06-Jul-2015 11:48:02,98.9596180555556
19,46,6,1,14-Jul-2015 17:44:34,107.207210648148
20,48,6,2,14-Jul-2015 17:45:38,107.207951388889
21,48,6,3,14-Jul-2015 17:46:44,107.208715277778
22,46,7,1,15-Jul-2015 09:46:11,107.875
23,49,7,2,15-Jul-2015 09:47:24,107.875844907407
24,48,7,3,15-Jul-2015 09:48:32,107.876631944444
25,48,8,1,17-Jul-2015 14:24:18,110.068136574074
26,48,8,2,17-Jul-2015 14:25:25,110.068912037037
27,52,8,3,17-Jul-2015 14:26:34,110.069710648148
28,47,9,1,19-Jul-2015 14:31:26,112.073090277778
29,52,9,2,19-Jul-2015 14:32:38,112.073923611111
30,54,9,3,19-Jul-2015 14:33:50,112.074756944444
31,50,10,1,22-Jul-2015 10:15:35,114.895416666667
32,54,10,2,22-Jul-2015 10:16:43,114.896203703704
33,53,10,3,22-Jul-2015 10:17:53,114.897013888889
34,53,10,4,22-Jul-2015 10:19:01,114.897800925926
35,47,11,1,07-Aug-2015 13:02:18,131.01119212963
36,53,11,2,07-Aug-2015 13:03:24,131.011956018519
37,55,11,3,07-Aug-2015 13:04:33,131.01275462963
38,55,11,4,07-Aug-2015 13:05:44,131.013576388889
