gameplay,score,session,gameplay_withinsession,timestamp,dayselapsed
1,22,1,1,12-May-2015 05:37:24,0
2,25,2,1,14-May-2015 21:41:36,2.66958333333333
3,23,3,1,16-May-2015 17:10:14,4.48113425925926
4,27,3,2,16-May-2015 17:11:28,4.48199074074074
5,26,3,3,16-May-2015 17:12:42,4.48284722222222
6,26,3,4,16-May-2015 17:14:06,4.48381944444444
7,28,3,5,16-May-2015 17:15:12,4.48458333333333
8,24,4,1,23-May-2015 22:19:25,11.6958449074074
9,30,4,2,23-May-2015 22:20:45,11.6967708333333
10,35,4,3,23-May-2015 22:21:55,11.6975810185185
11,28,4,4,23-May-2015 22:23:01,11.6983449074074
12,30,4,5,23-May-2015 22:24:08,11.6991203703704
13,26,5,1,25-May-2015 00:31:28,12.7875462962963
14,27,5,2,25-May-2015 00:32:37,12.7883449074074
15,27,5,3,25-May-2015 00:33:41,12.7890856481481
16,27,5,4,25-May-2015 00:34:46,12.789837962963
17,30,5,5,25-May-2015 00:35:54,12.790625
18,31,6,1,09-Jun-2015 22:43:00,28.7122222222222
19,35,6,2,09-Jun-2015 22:44:10,28.7130324074074
20,36,6,3,09-Jun-2015 22:45:17,28.7138078703704
21,33,6,4,09-Jun-2015 22:46:20,28.714537037037
22,34,6,5,09-Jun-2015 22:47:25,28.7152893518519
23,36,6,6,09-Jun-2015 22:48:29,28.7160300925926
24,34,6,7,09-Jun-2015 22:49:35,28.7167939814815
25,36,6,8,09-Jun-2015 22:50:39,28.7175347222222
26,40,6,9,09-Jun-2015 22:51:45,28.7182986111111
27,41,6,10,09-Jun-2015 22:52:51,28.7190625
28,29,7,1,10-Jun-2015 23:58:34,29.7646990740741
29,36,7,2,10-Jun-2015 23:59:41,29.765474537037
30,36,7,3,11-Jun-2015 00:00:50,29.7662731481482
31,37,7,4,11-Jun-2015 00:01:57,29.7670486111111
32,37,7,5,11-Jun-2015 00:03:03,29.7678125
33,33,8,1,11-Jun-2015 22:10:52,30.6899074074074
34,40,8,2,11-Jun-2015 22:12:15,30.6908680555556
35,37,9,1,13-Jun-2015 16:38:03,32.4587847222222
36,38,9,2,13-Jun-2015 16:39:06,32.4595138888889
37,41,9,3,13-Jun-2015 16:40:12,32.4602777777778
38,35,10,1,17-Jun-2015 00:56:21,35.8048263888889
39,39,10,2,17-Jun-2015 00:57:33,35.8056597222222
40,40,10,3,17-Jun-2015 00:58:46,35.8065046296296
41,40,10,4,17-Jun-2015 01:00:10,35.8074768518519
42,39,10,5,17-Jun-2015 01:12:30,35.8160416666667
43,39,10,6,17-Jun-2015 01:13:40,35.8168518518519
44,41,10,7,17-Jun-2015 01:14:47,35.8176273148148
45,42,10,8,17-Jun-2015 01:15:54,35.8184027777778
46,39,10,9,17-Jun-2015 01:16:59,35.8191550925926
47,40,10,10,17-Jun-2015 01:18:05,35.8199189814815
48,35,11,1,18-Jun-2015 13:41:55,37.3364699074074
49,40,11,2,18-Jun-2015 13:43:02,37.3372453703704
50,39,12,1,24-Jun-2015 23:47:18,43.756875
51,41,12,2,24-Jun-2015 23:48:48,43.7579166666667
52,29,13,1,10-Jan-2017 09:46:41,609.173113425926
53,39,13,2,10-Jan-2017 09:48:12,609.174166666667
54,34,13,3,10-Jan-2017 09:49:32,609.175092592593
55,39,13,4,10-Jan-2017 09:50:49,609.175983796296
