gameplay,score,session,gameplay_withinsession,timestamp,dayselapsed
1,26,1,1,19-Oct-2017 06:35:51,0
2,29,1,2,19-Oct-2017 07:10:10,0.0238310185185185
3,36,1,3,19-Oct-2017 07:11:22,0.0246643518518519
4,36,1,4,19-Oct-2017 07:13:34,0.0261921296296296
5,38,1,5,19-Oct-2017 07:14:43,0.0269907407407407
6,36,1,6,19-Oct-2017 07:58:17,0.0572453703703704
7,37,1,7,19-Oct-2017 07:59:28,0.0580671296296296
8,39,1,8,19-Oct-2017 08:00:34,0.0588310185185185
9,43,1,9,19-Oct-2017 08:02:09,0.0599305555555556
10,34,2,1,20-Oct-2017 06:36:42,1.00059027777778
11,37,2,2,20-Oct-2017 06:38:04,1.00153935185185
12,40,2,3,20-Oct-2017 06:39:15,1.00236111111111
13,40,3,1,21-Oct-2017 10:40:04,2.16959490740741
14,41,3,2,21-Oct-2017 10:41:24,2.17052083333333
15,40,3,3,21-Oct-2017 10:42:49,2.17150462962963
16,44,3,4,21-Oct-2017 10:44:02,2.17234953703704
17,42,4,1,26-Oct-2017 06:32:51,6.99791666666667
18,46,4,2,26-Oct-2017 06:34:03,6.99875
19,42,5,1,31-Oct-2017 08:03:57,12.0611805555556
20,47,5,2,31-Oct-2017 08:05:09,12.0620138888889
