gameplay,score,session,gameplay_withinsession,timestamp,dayselapsed
1,41,1,1,21-Jan-2015 15:27:38,0
2,53,2,1,21-Jan-2015 20:57:08,0.228819444444444
3,58,2,2,21-Jan-2015 20:58:17,0.229618055555556
4,59,3,1,23-Jan-2015 21:34:04,2.25446759259259
5,62,3,2,23-Jan-2015 21:35:11,2.25524305555556
6,62,4,1,25-Jan-2015 19:53:39,4.1847337962963
7,64,4,2,25-Jan-2015 19:54:48,4.18553240740741
8,67,5,1,26-Jan-2015 16:28:02,5.04194444444444
9,67,5,2,26-Jan-2015 16:29:08,5.04270833333333
10,66,5,3,26-Jan-2015 16:30:14,5.04347222222222
11,66,6,1,29-Jan-2015 17:37:44,8.09034722222222
12,66,6,2,29-Jan-2015 17:38:50,8.09111111111111
13,63,6,3,29-Jan-2015 17:39:55,8.09186342592592
14,62,6,4,29-Jan-2015 17:40:59,8.09260416666666
15,66,6,5,29-Jan-2015 17:42:06,8.09337962962963
16,68,6,6,29-Jan-2015 17:43:10,8.09412037037037
17,65,7,1,31-Jan-2015 17:11:33,10.0721643518518
18,64,7,2,31-Jan-2015 17:12:37,10.0729050925926
19,69,7,3,31-Jan-2015 17:13:42,10.0736574074074
20,64,8,1,02-Feb-2015 20:01:04,12.1898842592593
21,65,8,2,02-Feb-2015 20:02:06,12.1906018518518
22,65,8,3,02-Feb-2015 20:03:14,12.1913888888889
23,64,8,4,02-Feb-2015 20:04:19,12.1921412037037
24,64,8,5,02-Feb-2015 20:05:17,12.1928125
25,65,8,6,02-Feb-2015 20:06:17,12.1935069444444
26,63,8,7,02-Feb-2015 20:07:15,12.1941782407407
27,60,8,8,02-Feb-2015 20:08:14,12.1948611111111
28,66,8,9,02-Feb-2015 20:09:13,12.1955439814815
29,62,8,10,02-Feb-2015 20:10:12,12.1962268518519
30,64,8,11,02-Feb-2015 20:11:12,12.1969212962963
31,65,8,12,02-Feb-2015 20:12:14,12.1976388888889
32,64,8,13,02-Feb-2015 20:13:13,12.1983217592593
33,64,8,14,02-Feb-2015 20:14:12,12.1990046296296
34,64,8,15,02-Feb-2015 20:15:16,12.1997453703704
35,66,8,16,02-Feb-2015 20:16:17,12.2004513888889
36,62,8,17,02-Feb-2015 20:17:20,12.2011805555556
37,63,8,18,02-Feb-2015 20:18:18,12.2018518518519
38,64,8,19,02-Feb-2015 20:19:19,12.2025578703704
39,66,8,20,02-Feb-2015 20:20:21,12.203275462963
40,66,8,21,02-Feb-2015 20:21:21,12.2039699074074
41,64,8,22,02-Feb-2015 20:22:22,12.2046759259259
42,67,8,23,02-Feb-2015 20:23:22,12.2053703703704
43,63,8,24,02-Feb-2015 20:24:21,12.2060532407407
44,65,8,25,02-Feb-2015 20:25:20,12.2067361111111
45,68,8,26,02-Feb-2015 20:26:52,12.2078009259259
46,66,8,27,02-Feb-2015 20:27:51,12.2084837962963
47,65,8,28,02-Feb-2015 20:28:50,12.2091666666667
48,63,8,29,02-Feb-2015 20:29:50,12.2098611111111
49,63,8,30,02-Feb-2015 20:30:49,12.2105439814815
50,64,8,31,02-Feb-2015 20:31:49,12.2112384259259
51,66,8,32,02-Feb-2015 20:32:48,12.2119212962963
52,63,8,33,02-Feb-2015 20:33:50,12.2126388888889
53,67,8,34,02-Feb-2015 20:34:48,12.2133101851852
54,64,8,35,02-Feb-2015 20:35:49,12.2140162037037
