gameplay,score,session,gameplay_withinsession,timestamp,dayselapsed
1,58,1,1,09-May-2016 12:11:36,0
2,61,1,2,09-May-2016 12:12:46,0.000810185185185185
3,63,1,3,09-May-2016 12:13:55,0.0016087962962963
4,65,1,4,09-May-2016 12:15:01,0.00237268518518519
5,69,1,5,09-May-2016 12:16:06,0.003125
6,65,1,6,09-May-2016 12:17:18,0.00395833333333333
7,62,1,7,09-May-2016 12:18:29,0.00478009259259259
8,65,2,1,11-May-2016 00:33:10,1.51497685185185
9,63,2,2,11-May-2016 00:34:23,1.51582175925926
10,65,2,3,11-May-2016 00:35:31,1.5166087962963
11,66,2,4,11-May-2016 00:36:46,1.51747685185185
12,71,2,5,11-May-2016 00:38:05,1.5183912037037
13,67,2,6,11-May-2016 00:39:15,1.51920138888889
14,70,2,7,11-May-2016 00:40:22,1.51997685185185
15,67,3,1,14-May-2016 14:46:13,5.10737268518519
16,71,3,2,14-May-2016 14:47:25,5.10820601851852
17,70,3,3,14-May-2016 14:48:36,5.10902777777778
18,66,4,1,16-May-2016 00:27:14,6.51085648148148
19,71,4,2,16-May-2016 00:28:24,6.51166666666667
20,69,4,3,16-May-2016 00:29:32,6.5124537037037
21,69,4,4,16-May-2016 00:30:38,6.51321759259259
22,70,4,5,16-May-2016 00:31:48,6.51402777777778
23,70,4,6,16-May-2016 00:32:53,6.51478009259259
24,69,4,7,16-May-2016 00:33:56,6.51550925925926
25,70,4,8,16-May-2016 00:34:59,6.51623842592593
26,70,5,1,16-May-2016 19:20:47,7.29804398148148
27,70,5,2,16-May-2016 19:21:58,7.29886574074074
28,71,5,3,16-May-2016 19:23:17,7.29978009259259
29,72,5,4,16-May-2016 19:24:42,7.30076388888889
30,73,5,5,16-May-2016 19:29:42,7.30423611111111
31,74,5,6,16-May-2016 19:31:10,7.30525462962963
32,80,5,7,16-May-2016 19:32:27,7.30614583333333
33,70,5,8,16-May-2016 19:33:35,7.30693287037037
34,71,5,9,16-May-2016 19:34:43,7.30771990740741
35,72,6,1,16-May-2016 23:49:30,7.48465277777778
36,72,6,2,16-May-2016 23:56:24,7.48944444444444
37,68,6,3,16-May-2016 23:57:29,7.49019675925926
38,71,6,4,16-May-2016 23:58:33,7.4909375
39,71,6,5,16-May-2016 23:59:37,7.49167824074074
40,72,6,6,17-May-2016 00:00:45,7.49246527777778
41,71,6,7,17-May-2016 00:01:53,7.49325231481482
42,70,7,1,19-May-2016 23:02:45,10.4521875
43,72,7,2,19-May-2016 23:03:57,10.4530208333333
44,72,7,3,19-May-2016 23:05:09,10.4538541666667
45,73,8,1,20-May-2016 15:12:52,11.1258796296296
46,72,8,2,20-May-2016 15:14:01,11.1266782407407
47,74,8,3,20-May-2016 15:15:09,11.1274652777778
48,77,8,4,20-May-2016 15:16:17,11.1282523148148
49,75,8,5,20-May-2016 15:17:27,11.1290625
50,71,8,6,20-May-2016 15:18:35,11.129849537037
51,73,9,1,20-May-2016 18:10:07,11.2489699074074
52,75,9,2,20-May-2016 18:11:13,11.2497337962963
53,74,9,3,20-May-2016 18:12:23,11.2505439814815
54,77,9,4,20-May-2016 18:13:30,11.2513194444444
55,75,9,5,20-May-2016 18:14:34,11.2520601851852
56,75,9,6,20-May-2016 18:15:45,11.2528819444444
57,76,9,7,20-May-2016 18:16:49,11.2536226851852
58,73,10,1,21-May-2016 12:52:53,12.0286689814815
59,73,11,1,21-May-2016 17:18:22,12.2130324074074
60,73,11,2,21-May-2016 17:20:06,12.2142361111111
61,74,12,1,22-May-2016 12:25:15,13.0094791666667
62,75,13,1,22-May-2016 16:18:06,13.1711805555556
63,74,13,2,22-May-2016 16:20:00,13.1725
64,72,13,3,22-May-2016 16:21:29,13.1735300925926
65,74,13,4,22-May-2016 16:22:36,13.1743055555556
