gameplay,score,session,gameplay_withinsession,timestamp,dayselapsed
1,34,1,1,16-Oct-2014 13:45:47,0
2,45,1,2,16-Oct-2014 13:47:08,0.0009375
3,45,1,3,16-Oct-2014 13:48:22,0.00179398148148148
4,48,1,4,16-Oct-2014 13:49:35,0.00263888888888889
5,37,2,1,20-Oct-2014 19:28:45,4.2381712962963
6,47,2,2,20-Oct-2014 19:29:59,4.23902777777778
7,49,2,3,20-Oct-2014 19:31:17,4.23993055555556
8,53,2,4,20-Oct-2014 19:32:20,4.24065972222222
9,51,2,5,20-Oct-2014 19:33:30,4.24146990740741
10,51,2,6,20-Oct-2014 19:34:45,4.24233796296296
11,50,2,7,20-Oct-2014 19:35:50,4.24309027777778
12,52,2,8,20-Oct-2014 19:36:57,4.24386574074074
13,50,2,9,20-Oct-2014 19:38:00,4.24459490740741
14,51,2,10,20-Oct-2014 19:39:10,4.24540509259259
15,52,2,11,20-Oct-2014 19:40:18,4.24619212962963
16,47,3,1,21-Oct-2014 12:48:03,4.95990740740741
17,51,3,2,21-Oct-2014 12:49:10,4.96068287037037
18,52,3,3,21-Oct-2014 12:50:17,4.96145833333333
19,50,4,1,28-Oct-2014 08:58:42,11.8006365740741
20,54,4,2,28-Oct-2014 08:59:48,11.801400462963
21,56,4,3,28-Oct-2014 09:00:55,11.8021759259259
22,53,5,1,30-Oct-2014 15:52:34,14.0880439814815
23,54,5,2,30-Oct-2014 15:53:49,14.088912037037
24,57,5,3,30-Oct-2014 15:55:04,14.0897800925926
25,54,5,4,30-Oct-2014 15:56:17,14.090625
26,58,5,5,30-Oct-2014 15:57:33,14.0915046296296
27,57,5,6,30-Oct-2014 15:59:44,14.0930208333333
28,50,6,1,03-Nov-2014 18:26:38,18.1950347222222
29,60,6,2,03-Nov-2014 18:27:43,18.195787037037
30,60,6,3,03-Nov-2014 18:28:44,18.1964930555555
31,52,7,1,03-Jan-2015 13:40:37,78.996412037037
32,57,7,2,03-Jan-2015 13:42:25,78.997662037037
33,55,7,3,03-Jan-2015 13:43:42,78.9985532407407
34,58,7,4,03-Jan-2015 13:44:43,78.9992592592592
35,NaN,7,5,03-Jan-2015 14:43:35,79.0401388888889
36,38,7,6,03-Jan-2015 14:44:38,79.0408680555555
37,41,7,7,03-Jan-2015 14:45:54,79.0417476851852
38,45,7,8,03-Jan-2015 14:46:58,79.0424884259259
39,53,7,9,03-Jan-2015 15:34:00,79.075150462963
40,57,7,10,03-Jan-2015 15:35:04,79.0758912037037
41,58,7,11,03-Jan-2015 15:36:07,79.0766203703704
42,57,7,12,03-Jan-2015 15:37:15,79.0774074074074
43,54,7,13,03-Jan-2015 15:38:16,79.0781134259259
44,56,7,14,03-Jan-2015 15:39:19,79.0788425925926
45,55,7,15,03-Jan-2015 15:40:23,79.0795833333333
46,55,7,16,03-Jan-2015 15:41:27,79.0803240740741
47,59,7,17,03-Jan-2015 15:42:29,79.0810416666667
48,56,7,18,03-Jan-2015 15:43:30,79.0817476851852
49,51,8,1,03-Feb-2015 14:54:28,110.047696759259
50,53,8,2,03-Feb-2015 14:55:40,110.048530092593
51,56,8,3,03-Feb-2015 14:56:44,110.049270833333
52,56,8,4,03-Feb-2015 14:57:54,110.050081018519
53,NaN,8,5,03-Feb-2015 14:59:06,110.050914351852
54,56,8,6,03-Feb-2015 15:00:10,110.051655092593
55,56,8,7,03-Feb-2015 15:01:16,110.052418981481
56,58,8,8,03-Feb-2015 15:02:19,110.053148148148
57,57,8,9,03-Feb-2015 15:03:22,110.053877314815
58,55,8,10,03-Feb-2015 15:04:30,110.054664351852
59,49,9,1,09-Mar-2015 22:43:23,144.373333333333
60,54,10,1,15-Mar-2015 12:52:47,149.963194444444
61,54,10,2,15-Mar-2015 12:53:58,149.964016203704
62,56,10,3,15-Mar-2015 12:55:01,149.96474537037
63,57,10,4,15-Mar-2015 12:56:04,149.965474537037
64,45,11,1,05-Jan-2017 12:50:03,811.961296296296
65,50,11,2,05-Jan-2017 12:51:14,811.962118055555
66,54,11,3,05-Jan-2017 12:52:24,811.962928240741
67,51,11,4,05-Jan-2017 12:53:40,811.96380787037
68,48,12,1,31-Mar-2017 07:55:40,896.756863425926
69,53,12,2,31-Mar-2017 07:56:49,896.757662037037
70,55,12,3,31-Mar-2017 07:57:58,896.758460648148
