gameplay,score,session,gameplay_withinsession,timestamp,dayselapsed
1,45,1,1,20-May-2015 05:59:27,0
2,50,2,1,27-May-2015 07:15:13,7.05261574074074
3,55,2,2,27-May-2015 07:16:17,7.05335648148148
4,52,3,1,29-May-2015 06:55:48,9.03913194444445
5,52,4,1,03-Jun-2015 07:39:57,14.0697916666667
6,57,4,2,03-Jun-2015 07:41:12,14.0706597222222
7,58,5,1,08-Jun-2015 03:51:23,18.9110648148148
8,59,5,2,08-Jun-2015 03:52:30,18.9118402777778
9,65,5,3,08-Jun-2015 03:53:33,18.9125694444444
10,62,5,4,08-Jun-2015 03:54:37,18.9133101851852
11,65,5,5,08-Jun-2015 03:55:45,18.9140972222222
12,60,6,1,09-Jun-2015 07:06:29,20.0465509259259
13,NaN,6,2,09-Jun-2015 07:07:35,20.0473148148148
14,61,6,3,09-Jun-2015 07:08:45,20.048125
15,61,7,1,12-Jun-2015 06:27:50,23.0197106481481
16,63,7,2,12-Jun-2015 06:28:59,23.0205092592593
17,62,7,3,12-Jun-2015 06:30:05,23.0212731481482
18,64,7,4,12-Jun-2015 06:31:17,23.0221064814815
19,62,7,5,12-Jun-2015 06:32:23,23.0228703703704
20,63,7,6,12-Jun-2015 06:33:28,23.0236226851852
21,57,8,1,28-Jun-2015 08:44:51,39.1148611111111
22,58,8,2,28-Jun-2015 08:45:54,39.1155902777778
23,59,8,3,28-Jun-2015 08:47:00,39.1163541666667
24,58,8,4,28-Jun-2015 08:48:08,39.1171412037037
25,60,8,5,28-Jun-2015 08:49:16,39.1179282407407
26,58,9,1,24-Jul-2015 07:22:03,65.0573611111111
27,63,9,2,24-Jul-2015 07:23:07,65.0581018518518
28,60,9,3,24-Jul-2015 07:24:11,65.0588425925926
29,61,9,4,24-Jul-2015 07:25:12,65.0595486111111
30,61,9,5,24-Jul-2015 07:26:18,65.0603125
31,63,9,6,24-Jul-2015 07:27:20,65.0610300925926
32,62,9,7,24-Jul-2015 07:28:24,65.0617708333333
33,62,9,8,24-Jul-2015 07:29:31,65.0625462962963
34,62,9,9,24-Jul-2015 07:30:33,65.0632638888889
