gameplay,score,session,gameplay_withinsession,timestamp,dayselapsed
1,NaN,1,1,25-Feb-2014 19:45:02,0
2,37,2,1,01-Mar-2014 07:09:03,3.47501157407407
3,40,3,1,02-Mar-2014 10:56:30,4.63296296296296
4,48,4,1,11-Mar-2014 18:45:42,13.9587962962963
5,41,5,1,14-Mar-2014 16:08:51,16.8498726851852
6,45,5,2,14-Mar-2014 16:09:56,16.850625
7,46,5,3,14-Mar-2014 16:11:00,16.8513657407407
8,49,5,4,14-Mar-2014 16:12:11,16.8521875
9,49,5,5,14-Mar-2014 16:13:22,16.8530092592593
10,51,5,6,14-Mar-2014 16:14:30,16.8537962962963
11,46,5,7,14-Mar-2014 16:15:38,16.8545833333333
12,50,5,8,14-Mar-2014 16:16:46,16.8553703703704
13,45,6,1,02-Apr-2014 16:40:23,35.8717708333333
14,50,6,2,02-Apr-2014 16:41:34,35.8725925925926
15,51,6,3,02-Apr-2014 16:42:42,35.8733796296296
16,49,6,4,02-Apr-2014 16:43:48,35.8741435185185
17,47,6,5,02-Apr-2014 16:44:53,35.8748958333333
18,50,6,6,02-Apr-2014 16:46:01,35.8756828703704
19,50,6,7,02-Apr-2014 16:47:10,35.8764814814815
20,46,7,1,14-Apr-2014 13:45:02,47.75
21,51,7,2,14-Apr-2014 13:46:09,47.750775462963
22,47,8,1,15-Apr-2014 18:30:24,48.9481712962963
23,49,8,2,15-Apr-2014 18:31:31,48.9489467592593
24,53,8,3,15-Apr-2014 18:32:40,48.9497453703704
25,46,9,1,28-Apr-2014 13:41:03,61.7472337962963
26,51,9,2,28-Apr-2014 13:42:12,61.7480324074074
27,52,9,3,28-Apr-2014 13:43:18,61.7487962962963
28,51,9,4,28-Apr-2014 13:44:21,61.7495254629629
29,51,9,5,28-Apr-2014 13:45:26,61.7502777777778
30,50,9,6,28-Apr-2014 13:46:34,61.7510648148148
31,49,9,7,28-Apr-2014 13:47:45,61.7518865740741
32,50,9,8,28-Apr-2014 13:48:49,61.7526273148148
33,52,9,9,28-Apr-2014 13:49:57,61.7534143518518
34,50,9,10,28-Apr-2014 13:51:02,61.7541666666667
35,50,9,11,28-Apr-2014 13:52:06,61.7549074074074
36,53,9,12,28-Apr-2014 13:53:16,61.7557175925926
37,51,10,1,04-May-2014 18:13:14,67.93625
38,56,10,2,04-May-2014 18:14:18,67.9369907407407
39,55,10,3,04-May-2014 18:15:22,67.9377314814815
40,52,11,1,09-May-2014 13:04:53,72.7221180555555
41,53,11,2,09-May-2014 13:06:02,72.7229166666666
42,56,11,3,09-May-2014 13:07:15,72.7237615740741
43,58,11,4,09-May-2014 13:08:24,72.7245601851852
44,53,12,1,23-May-2014 20:02:10,87.0118981481481
45,55,12,2,23-May-2014 20:03:16,87.012662037037
46,54,12,3,23-May-2014 20:04:28,87.0134953703704
47,54,12,4,23-May-2014 20:05:41,87.0143402777778
48,56,12,5,23-May-2014 20:06:45,87.0150810185185
49,56,12,6,23-May-2014 20:07:55,87.0158912037037
50,55,12,7,23-May-2014 20:09:02,87.0166666666667
51,54,12,8,23-May-2014 20:10:09,87.0174421296296
52,54,12,9,23-May-2014 20:11:12,87.0181712962963
53,54,12,10,23-May-2014 20:12:18,87.0189351851852
54,54,12,11,23-May-2014 20:13:27,87.0197337962963
55,55,12,12,23-May-2014 20:14:33,87.0204976851852
56,54,13,1,02-Jun-2014 13:50:24,96.7537268518518
57,58,13,2,02-Jun-2014 13:51:28,96.7544675925926
58,55,13,3,02-Jun-2014 13:52:31,96.7551967592592
59,54,13,4,02-Jun-2014 13:53:39,96.7559837962963
60,56,13,5,02-Jun-2014 13:54:44,96.7567361111111
61,56,13,6,02-Jun-2014 13:55:46,96.7574537037037
62,57,13,7,02-Jun-2014 13:56:55,96.7582523148148
63,47,14,1,08-Feb-2015 11:15:15,347.645983796296
64,51,14,2,08-Feb-2015 11:16:20,347.646736111111
65,52,14,3,08-Feb-2015 11:17:24,347.647476851852
66,55,14,4,08-Feb-2015 11:18:31,347.648252314815
